ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options,dataTables
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.HtmlCommentIndent,Enforce consistent indentation in HTML comments,"Enforce consistent indentation in HTML comments
See rule details for [vue/html-comment-indent](https://eslint.vuejs.org/rules/html-comment-indent.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.NewLineBetweenMultiLineProperty,Enforce new lines between multi-line properties in Vue components,"Enforce new lines between multi-line properties in Vue components
See rule details for [vue/new-line-between-multi-line-property](https://eslint.vuejs.org/rules/new-line-between-multi-line-property.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.NextTickStyle,Enforce Promise or callback style in nextTick,"Enforce Promise or callback style in nextTick
See rule details for [vue/next-tick-style](https://eslint.vuejs.org/rules/next-tick-style.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.NoRequiredPropWithDefault,Enforce props with default values to be optional,"Enforce props with default values to be optional
See rule details for [vue/no-required-prop-with-default](https://eslint.vuejs.org/rules/no-required-prop-with-default.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.NoUnsupportedFeatures,Disallow unsupported Vue.js syntax on the specified version,"Disallow unsupported Vue.js syntax on the specified version
See rule details for [vue/no-unsupported-features](https://eslint.vuejs.org/rules/no-unsupported-features.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.NoUselessMustaches,Disallow unnecessary mustache interpolations,"Disallow unnecessary mustache interpolations
See rule details for [vue/no-useless-mustaches](https://eslint.vuejs.org/rules/no-useless-mustaches.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.NoUselessVBind,Disallow unnecessary v-bind directives,"Disallow unnecessary v-bind directives
See rule details for [vue/no-useless-v-bind](https://eslint.vuejs.org/rules/no-useless-v-bind.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.PaddingLineBetweenBlocks,Require or disallow padding lines between blocks,"Require or disallow padding lines between blocks
See rule details for [vue/padding-line-between-blocks](https://eslint.vuejs.org/rules/padding-line-between-blocks.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.PaddingLineBetweenTags,Require or disallow newlines between sibling tags in template,"Require or disallow newlines between sibling tags in template
See rule details for [vue/padding-line-between-tags](https://eslint.vuejs.org/rules/padding-line-between-tags.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.PaddingLinesInComponentDefinition,Require or disallow padding lines in component definition,"Require or disallow padding lines in component definition
See rule details for [vue/padding-lines-in-component-definition](https://eslint.vuejs.org/rules/padding-lines-in-component-definition.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.PreferDefineOptions,Enforce use of defineOptions instead of default export.,"Enforce use of defineOptions instead of default export.
See rule details for [vue/prefer-define-options](https://eslint.vuejs.org/rules/prefer-define-options.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.PreferSeparateStaticClass,Require static class names in template to be in a separate class attribute,"Require static class names in template to be in a separate class attribute
See rule details for [vue/prefer-separate-static-class](https://eslint.vuejs.org/rules/prefer-separate-static-class.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.ScriptIndent,Enforce consistent indentation in `<script>`,"Enforce consistent indentation in `<script>`
See rule details for [vue/script-indent](https://eslint.vuejs.org/rules/script-indent.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.StaticClassNamesOrder,Enforce static class names order,"Enforce static class names order
See rule details for [vue/static-class-names-order](https://eslint.vuejs.org/rules/static-class-names-order.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.VForDelimiterStyle,Enforce v-for directive's delimiter style,"Enforce v-for directive's delimiter style
See rule details for [vue/v-for-delimiter-style](https://eslint.vuejs.org/rules/v-for-delimiter-style.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.VIfElseKey,Require key attribute for conditionally rendered repeated components,"Require key attribute for conditionally rendered repeated components
See rule details for [vue/v-if-else-key](https://eslint.vuejs.org/rules/v-if-else-key.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.VOnHandlerStyle,Enforce writing style for handlers in v-on directives,"Enforce writing style for handlers in v-on directives
See rule details for [vue/v-on-handler-style](https://eslint.vuejs.org/rules/v-on-handler-style.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.ArrayBracketNewline,Enforce linebreaks after opening and before closing array brackets in `<template>`,"Enforce linebreaks after opening and before closing array brackets in `<template>`
See rule details for [vue/array-bracket-newline](https://eslint.vuejs.org/rules/array-bracket-newline.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.ArrayBracketSpacing,Enforce consistent spacing inside array brackets in `<template>`,"Enforce consistent spacing inside array brackets in `<template>`
See rule details for [vue/array-bracket-spacing](https://eslint.vuejs.org/rules/array-bracket-spacing.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.ArrayElementNewline,Enforce line breaks after each array element in `<template>`,"Enforce line breaks after each array element in `<template>`
See rule details for [vue/array-element-newline](https://eslint.vuejs.org/rules/array-element-newline.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.ArrowSpacing,Enforce consistent spacing before and after the arrow in arrow functions in `<template>`,"Enforce consistent spacing before and after the arrow in arrow functions in `<template>`
See rule details for [vue/arrow-spacing](https://eslint.vuejs.org/rules/arrow-spacing.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.BlockSpacing,Disallow or enforce spaces inside of blocks after opening block and before closing block in `<template>`,"Disallow or enforce spaces inside of blocks after opening block and before closing block in `<template>`
See rule details for [vue/block-spacing](https://eslint.vuejs.org/rules/block-spacing.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
maven,org.openrewrite.recipe:rewrite-codemods,org.openrewrite.codemods.cleanup.vue.BraceStyle,Enforce consistent brace style for blocks in `<template>`,"Enforce consistent brace style for blocks in `<template>`
See rule details for [vue/brace-style](https://eslint.vuejs.org/rules/brace-style.html)",3,,Vue,Cleanup,JavaScript Codemods,,,,Recipes that run JavaScript codemods.,,"[{""name"":""org.openrewrite.codemods.ESLintMessages"",""displayName"":""ESLint messages"",""description"":""Errors and warnings as reported by ESLint."",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The source path of the file.""},{""name"":""ruleId"",""type"":""String"",""displayName"":""Rule ID"",""description"":""ESLint Rule ID.""},{""name"":""severity"",""type"":""Severity"",""displayName"":""Severity"",""description"":""Either `Warning` or `Error`.""},{""name"":""fatal"",""type"":""boolean"",""displayName"":""Fatal"",""description"":""Is this a fatal error (like a parse error).""},{""name"":""message"",""type"":""String"",""displayName"":""Message"",""description"":""The message created by the rule.""},{""name"":""line"",""type"":""int"",""displayName"":""Line"",""description"":""Line in source file this message pertains to.""},{""name"":""column"",""type"":""int"",""displayName"":""Column"",""description"":""Column in source file this message pertains to.""}]}]"
